Scenario - visual LTP Rap V4.0 HVD (based on combined block 1+2 from old 45 135 degree pilot)
Logfile written - 01/16/2016 13:49:18

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur

06_S0313_v0	1	Response	128	2055	11888	2
06_S0313_v0	3	Picture	full1n	12499	0	2	4667	3	0	4620
06_S0313_v0	4	Picture	full0n	23969	0	198	2697	199	0	2620
06_S0313_v0	5	Picture	full0i	35833	0	1	4333	2	0	4290
06_S0313_v0	6	Picture	blue0n	48633	0	201	2700	202	0	2620
06_S0313_v0	6	Response	10	53332	4699	1
06_S0313_v0	7	Picture	full1i	60633	0	201	4033	202	0	3950
06_S0313_v0	8	Picture	full1n	71666	0	1	2500	2	0	2450
06_S0313_v0	9	Picture	full0i	82999	0	1	4834	2	0	4790
06_S0313_v0	10	Picture	full1i	93833	0	1	2500	2	0	2450
06_S0313_v0	11	Picture	full0n	105999	0	1	2834	2	0	2790
06_S0313_v0	12	Picture	full1n	119499	0	1	4667	2	0	4620
06_S0313_v0	13	Picture	full1i	131666	0	1	4833	2	0	4790
06_S0313_v0	14	Picture	full1n	142499	0	1	4167	2	0	4120
06_S0313_v0	15	Picture	full1i	155332	0	2	4667	3	0	4620
06_S0313_v0	16	Picture	full0i	168499	0	1	4000	2	0	3950
06_S0313_v0	16	Response	10	172641	4142	1
06_S0313_v0	17	Picture	blue0n	181166	0	1	3000	2	0	2950
06_S0313_v0	17	Response	10	185741	4575	1
06_S0313_v0	18	Picture	full0i	193332	0	1	4334	2	0	4290
06_S0313_v0	19	Picture	full0n	204166	0	1	4166	2	0	4120
06_S0313_v0	20	Picture	full1n	216832	0	1	3167	2	0	3120
06_S0313_v0	21	Picture	full0i	227832	0	1	3834	2	0	3790
06_S0313_v0	22	Picture	full0n	240666	0	1	4166	2	0	4120
06_S0313_v0	23	Picture	full1i	252166	0	1	2500	2	0	2450
06_S0313_v0	24	Picture	full1n	263999	0	1	4167	2	0	4120
06_S0313_v0	25	Picture	full0i	274832	0	1	3000	2	0	2950
06_S0313_v0	26	Picture	full0n	287499	0	1	2833	2	0	2790
06_S0313_v0	27	Picture	full0i	299332	0	1	3167	2	0	3120
06_S0313_v0	28	Picture	full1i	310832	0	1	4833	3	0	4790
06_S0313_v0	29	Picture	blue1n	322165	0	2	4166	4	0	4120
06_S0313_v0	30	Picture	full0n	333665	0	2	5000	4	0	4950
06_S0313_v0	31	Picture	full1i	345832	0	1	4500	2	0	4450
06_S0313_v0	32	Picture	full1n	357165	0	2	4500	3	0	4450
06_S0313_v0	33	Picture	full1i	368499	0	1	4166	2	0	4120
06_S0313_v0	34	Picture	full1n	381999	0	1	4500	2	0	4450
06_S0313_v0	35	Picture	full0i	394832	0	1	2500	2	0	2450
06_S0313_v0	36	Picture	full0n	406165	0	1	4000	2	0	3950
06_S0313_v0	37	Picture	full0i	418832	0	1	4833	2	0	4790
06_S0313_v0	38	Picture	full1i	430332	0	1	2833	2	0	2790
06_S0313_v0	39	Picture	full1n	443499	0	1	4333	2	0	4290
06_S0313_v0	40	Picture	full1i	455665	0	1	3334	2	0	3290
06_S0313_v0	41	Picture	full1n	467999	0	1	5000	2	0	4950
06_S0313_v0	42	Picture	full0n	480332	0	1	3167	3	0	3120
06_S0313_v0	43	Picture	full0i	491832	0	1	4000	2	0	3950
06_S0313_v0	44	Picture	full0n	505332	0	1	4000	2	0	3950
06_S0313_v0	45	Picture	blue1i	518832	0	1	4833	2	0	4790
06_S0313_v0	45	Response	10	525438	6606	1
06_S0313_v0	46	Picture	full0i	530665	0	1	3000	2	0	2950
06_S0313_v0	47	Picture	full1n	543498	0	2	3167	3	0	3120
06_S0313_v0	48	Picture	full1i	556665	0	1	3333	2	0	3290
06_S0313_v0	49	Picture	full0n	569332	0	1	2833	2	0	2790
06_S0313_v0	50	Picture	blue1n	580665	0	1	4167	2	0	4120
06_S0313_v0	50	Response	10	584737	4072	1
06_S0313_v0	51	Picture	full1i	591665	0	1	3667	2	0	3620
06_S0313_v0	52	Picture	blue0i	602498	0	1	3834	2	0	3790
06_S0313_v0	52	Response	10	606637	4139	1
06_S0313_v0	53	Picture	full1n	613498	0	1	3000	2	0	2950
06_S0313_v0	54	Picture	full1i	625332	0	1	4833	2	0	4790
06_S0313_v0	55	Picture	full1n	637498	0	1	4500	2	0	4450
06_S0313_v0	56	Picture	full1i	649332	0	1	4500	2	0	4450
06_S0313_v0	57	Picture	blue1n	661665	0	1	3167	2	0	3120
06_S0313_v0	57	Response	10	666036	4371	2
06_S0313_v0	58	Picture	full0n	672998	0	1	4500	2	0	4450
06_S0313_v0	59	Picture	full1i	684498	0	1	3167	2	0	3120
06_S0313_v0	60	Picture	full1n	695831	0	2	3500	3	0	3450
