Scenario - visual LTP Rap V4.0 HVC (based on combined block 1+2 from old 45 135 degree pilot)
Logfile written - 04/17/2015 16:33:43

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

07_S0302_v0	1	Response	128	27757	37590	3
07_S0302_v0	3	Picture	full1n	38000	0	1	3167	2	0	3120	other	0
07_S0302_v0	4	Picture	full1i	48932	0	236	2901	238	0	2790	other	0
07_S0302_v0	5	Picture	full1n	62167	0	1	4500	2	0	4450	other	0
07_S0302_v0	6	Picture	full0n	75238	0	264	3596	265	0	3450	other	0
07_S0302_v0	7	Picture	full1i	86001	0	1	4833	2	0	4790	other	0
07_S0302_v0	8	Picture	full1n	98167	0	2	4334	3	0	4290	other	0
07_S0302_v0	9	Picture	full0i	110334	0	2	3500	3	0	3450	other	0
07_S0302_v0	10	Picture	full0n	122668	0	1	4166	3	0	4120	other	0
07_S0302_v0	11	Picture	blue0i	134139	0	197	3029	198	0	2950	false_alarm	11
07_S0302_v0	11	Response	10	140031	5892	3
07_S0302_v0	12	Picture	full1i	146168	0	1	3833	3	0	3790	other	0
07_S0302_v0	13	Picture	full0n	159002	0	1	5000	2	0	4950	other	0
07_S0302_v0	14	Picture	full0i	171668	0	2	4167	3	0	4120	other	0
07_S0302_v0	15	Picture	full1n	185169	0	1	4166	3	0	4120	other	0
07_S0302_v0	16	Picture	full1i	197836	0	1	3666	2	0	3620	other	0
07_S0302_v0	17	Picture	full1n	209169	0	1	4500	2	0	4450	other	0
07_S0302_v0	18	Picture	blue1i	221336	0	1	3333	2	0	3290	false_alarm	19
07_S0302_v0	18	Response	10	225331	3995	2
07_S0302_v0	19	Picture	full1n	233503	0	1	4333	2	0	4290	other	0
07_S0302_v0	20	Picture	full0n	245670	0	1	4666	2	0	4620	other	0
07_S0302_v0	21	Picture	full1i	257503	0	1	2500	2	0	2450	other	0
07_S0302_v0	22	Picture	full0i	269837	0	1	3000	2	0	2950	other	0
07_S0302_v0	23	Picture	full0n	283337	0	1	5000	2	0	4950	other	0
07_S0302_v0	24	Picture	full0i	296837	0	1	4500	2	0	4450	other	0
07_S0302_v0	25	Picture	full0n	309670	0	2	3001	3	0	2950	other	0
07_S0302_v0	26	Picture	full1n	322337	0	2	3334	3	0	3290	other	0
07_S0302_v0	27	Picture	blue1i	334171	0	1	3166	3	0	3120	false_alarm	29
07_S0302_v0	27	Response	10	339431	5260	2
07_S0302_v0	28	Picture	full0i	346838	0	1	3833	2	0	3790	other	0
07_S0302_v0	29	Picture	full0n	359171	0	1	5000	2	0	4950	other	0
07_S0302_v0	30	Picture	full0i	371005	0	1	2500	2	0	2450	other	0
07_S0302_v0	31	Picture	full1n	382338	0	2	4334	3	0	4290	other	0
07_S0302_v0	32	Picture	full1i	394505	0	1	2833	3	0	2790	other	0
07_S0302_v0	33	Picture	full0n	406005	0	2	2834	3	0	2790	other	0
07_S0302_v0	34	Picture	full1n	416839	0	1	4166	3	0	4120	other	0
07_S0302_v0	35	Picture	full1i	429006	0	1	3666	2	0	3620	other	0
07_S0302_v0	36	Picture	full1n	441839	0	1	3667	2	0	3620	other	0
07_S0302_v0	37	Picture	full0i	454006	0	1	5000	2	0	4950	other	0
07_S0302_v0	38	Picture	blue1i	465339	0	2	2834	3	0	2790	false_alarm	41
07_S0302_v0	38	Response	10	469631	4292	2
07_S0302_v0	39	Picture	full1n	476340	0	1	3000	2	0	2950	other	0
07_S0302_v0	40	Picture	full0n	489006	0	2	2834	3	0	2790	other	0
07_S0302_v0	41	Picture	full0i	500007	0	1	4000	2	0	3950	other	0
07_S0302_v0	42	Picture	full0n	512173	0	2	3667	3	0	3620	other	0
07_S0302_v0	43	Picture	full0i	525007	0	1	2833	3	0	2790	other	0
07_S0302_v0	44	Picture	full0n	538174	0	1	4333	2	0	4290	other	0
07_S0302_v0	45	Picture	full1i	551341	0	1	3666	3	0	3620	other	0
07_S0302_v0	46	Picture	full0i	564008	0	1	3666	2	0	3620	other	0
07_S0302_v0	47	Picture	full1n	574841	0	1	4500	2	0	4450	other	0
07_S0302_v0	48	Picture	full0n	587008	0	1	3166	3	0	3120	other	0
07_S0302_v0	49	Picture	full1i	598508	0	1	3000	2	0	2950	other	0
07_S0302_v0	50	Picture	blue0i	610341	0	2	3167	3	0	3120	false_alarm	54
07_S0302_v0	50	Response	10	614131	3790	2
07_S0302_v0	51	Picture	full0n	621840	0	4	3835	5	0	3790	other	0
07_S0302_v0	52	Picture	full0i	634175	0	2	3000	3	0	2950	other	0
07_S0302_v0	53	Picture	full0n	645675	0	2	4834	3	0	4790	other	0
07_S0302_v0	54	Picture	full1n	658842	0	2	2500	3	0	2450	other	0
07_S0302_v0	55	Picture	full1i	669676	0	1	3000	2	0	2950	other	0
07_S0302_v0	56	Picture	full0i	683176	0	1	3000	2	0	2950	other	0
07_S0302_v0	57	Picture	full0n	694509	0	2	3667	3	0	3620	other	0
07_S0302_v0	58	Picture	full1n	707676	0	2	3334	3	0	3290	other	0
07_S0302_v0	59	Picture	full1i	719843	0	2	4500	3	0	4450	other	0
07_S0302_v0	60	Picture	blue1n	731574	0	271	4269	273	0	4120	false_alarm	65
07_S0302_v0	60	Response	10	737321	5747	2
07_S0302_v0	61	Picture	full0i	744010	0	2	2667	3	0	2620	other	0
07_S0302_v0	62	Picture	full0n	756677	0	1	4667	2	0	4620	other	0
07_S0302_v0	63	Picture	full0i	768844	0	1	2666	3	0	2620	other	0
07_S0302_v0	64	Picture	full1i	781677	0	2	4667	3	0	4620	other	0
