Scenario - visual LTP Rap V4.0 HVD (based on combined block 1+2 from old 45 135 degree pilot)
Logfile written - 04/23/2015 14:36:20

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur

08_S0304_v0	1	Response	128	-4361	5472	1
08_S0304_v0	3	Picture	full1n	5833	0	1	4667	2	0	4620
08_S0304_v0	4	Picture	full0n	17303	0	198	2697	199	0	2620
08_S0304_v0	5	Picture	full0i	29166	0	2	4334	3	0	4290
08_S0304_v0	6	Picture	blue0n	41966	0	202	2700	204	0	2620
08_S0304_v0	6	Response	10	47397	5431	2
08_S0304_v0	7	Picture	full1i	53966	0	202	4034	203	0	3950
08_S0304_v0	8	Picture	full1n	65000	0	1	2500	2	0	2450
08_S0304_v0	9	Picture	full0i	76333	0	1	4834	2	0	4790
08_S0304_v0	10	Picture	full1i	87167	0	1	2500	2	0	2450
08_S0304_v0	11	Picture	full0n	99334	0	1	2833	2	0	2790
08_S0304_v0	12	Picture	full1n	112834	0	1	4666	2	0	4620
08_S0304_v0	13	Picture	full1i	125000	0	1	4834	2	0	4790
08_S0304_v0	14	Picture	full1n	135834	0	1	4166	3	0	4120
08_S0304_v0	15	Picture	full1i	148667	0	1	4667	2	0	4620
08_S0304_v0	16	Picture	full0i	161834	0	1	4000	2	0	3950
08_S0304_v0	17	Picture	blue0n	174501	0	1	3000	2	0	2950
08_S0304_v0	17	Response	10	179686	5185	1
08_S0304_v0	18	Picture	full0i	186667	0	2	4334	3	0	4290
08_S0304_v0	19	Picture	full0n	197501	0	1	4167	2	0	4120
08_S0304_v0	20	Picture	full1n	210168	0	1	3166	2	0	3120
08_S0304_v0	21	Picture	full0i	221168	0	1	3833	2	0	3790
08_S0304_v0	22	Picture	full0n	234001	0	1	4167	2	0	4120
08_S0304_v0	23	Picture	full1i	245501	0	1	2500	2	0	2450
08_S0304_v0	24	Picture	full1n	257335	0	1	4166	2	0	4120
08_S0304_v0	25	Picture	full0i	268168	0	1	3000	2	0	2950
08_S0304_v0	26	Picture	full0n	280835	0	1	2833	2	0	2790
08_S0304_v0	27	Picture	full0i	292668	0	1	3167	2	0	3120
08_S0304_v0	28	Picture	full1i	304168	0	1	4834	2	0	4790
08_S0304_v0	29	Picture	blue1n	315502	0	1	4166	2	0	4120
08_S0304_v0	29	Response	10	321484	5982	1
08_S0304_v0	30	Picture	full0n	327002	0	1	5000	2	0	4950
08_S0304_v0	31	Picture	full1i	339169	0	1	4500	2	0	4450
08_S0304_v0	32	Picture	full1n	350502	0	1	4500	2	0	4450
08_S0304_v0	33	Picture	full1i	361835	0	1	4167	2	0	4120
08_S0304_v0	34	Picture	full1n	375335	0	2	4500	4	0	4450
08_S0304_v0	35	Picture	full0i	388169	0	1	2500	2	0	2450
08_S0304_v0	36	Picture	full0n	399502	0	1	4000	2	0	3950
08_S0304_v0	37	Picture	full0i	412169	0	1	4833	2	0	4790
08_S0304_v0	38	Picture	full1i	423669	0	1	2833	2	0	2790
08_S0304_v0	39	Picture	full1n	436836	0	1	4333	2	0	4290
08_S0304_v0	40	Picture	full1i	449003	0	1	3333	2	0	3290
08_S0304_v0	41	Picture	full1n	461336	0	1	5000	2	0	4950
08_S0304_v0	42	Picture	full0n	473669	0	2	3167	3	0	3120
08_S0304_v0	43	Picture	full0i	485170	0	1	4000	2	0	3950
08_S0304_v0	44	Picture	full0n	498670	0	1	4000	2	0	3950
08_S0304_v0	45	Picture	blue1i	512170	0	1	4833	2	0	4790
08_S0304_v0	45	Response	10	517582	5412	1
08_S0304_v0	46	Picture	full0i	524003	0	1	3000	2	0	2950
08_S0304_v0	47	Picture	full1n	536837	0	1	3166	2	0	3120
08_S0304_v0	48	Picture	full1i	550003	0	1	3334	2	0	3290
08_S0304_v0	49	Picture	full0n	562670	0	1	2833	2	0	2790
08_S0304_v0	50	Picture	blue1n	574003	0	2	4167	3	0	4120
08_S0304_v0	50	Response	10	579681	5678	1
08_S0304_v0	51	Picture	full1i	585004	0	1	3666	2	0	3620
08_S0304_v0	52	Picture	blue0i	595837	0	1	3833	2	0	3790
08_S0304_v0	52	Response	10	600481	4644	1
08_S0304_v0	53	Picture	full1n	606837	0	1	3000	2	0	2950
08_S0304_v0	54	Picture	full1i	618670	0	2	4834	3	0	4790
08_S0304_v0	55	Picture	full1n	630837	0	1	4500	2	0	4450
08_S0304_v0	56	Picture	full1i	642671	0	1	4500	2	0	4450
08_S0304_v0	57	Picture	blue1n	655004	0	1	3167	2	0	3120
08_S0304_v0	57	Response	10	660580	5576	1
08_S0304_v0	58	Picture	full0n	666337	0	2	4500	4	0	4450
08_S0304_v0	59	Picture	full1i	677838	0	1	3166	2	0	3120
08_S0304_v0	60	Picture	full1n	689171	0	1	3500	2	0	3450
08_S0304_v0	61	Picture	full1i	700004	0	1	4334	2	0	4290
08_S0304_v0	62	Picture	full1n	711004	0	2	3000	3	0	2950
08_S0304_v0	63	Picture	full1i	722338	0	1	3500	2	0	3450
08_S0304_v0	64	Picture	blue1n	734171	0	1	3334	2	0	3290
08_S0304_v0	64	Response	10	739079	4908	1
08_S0304_v0	65	Picture	full0i	746505	0	1	3166	2	0	3120
08_S0304_v0	66	Picture	full1i	759671	0	2	4667	3	0	4620
08_S0304_v0	67	Picture	full0n	771838	0	1	2667	2	0	2620
08_S0304_v0	68	Picture	full1n	784672	0	1	3666	2	0	3620
08_S0304_v0	69	Picture	full1i	796172	0	1	4833	2	0	4790
08_S0304_v0	70	Picture	full1n	807005	0	1	3333	3	0	3290
08_S0304_v0	71	Picture	full1i	819172	0	1	3833	2	0	3790
08_S0304_v0	72	Picture	full0i	830172	0	1	3833	2	0	3790
08_S0304_v0	73	Picture	full1n	843672	0	1	4500	2	0	4450
08_S0304_v0	74	Picture	full0n	856005	0	2	4834	3	0	4790
08_S0304_v0	75	Picture	full1i	866839	0	1	2667	2	0	2620
08_S0304_v0	76	Picture	full0i	878339	0	1	4500	2	0	4450
08_S0304_v0	77	Picture	full1n	890506	0	1	4333	2	0	4290
08_S0304_v0	78	Picture	full0n	902672	0	2	3834	3	0	3790
08_S0304_v0	79	Picture	blue0i	915006	0	1	2833	2	0	2790
08_S0304_v0	79	Response	10	919676	4670	2
08_S0304_v0	80	Picture	full0n	928506	0	1	4167	2	0	4120
08_S0304_v0	81	Picture	full0i	940673	0	1	2500	2	0	2450
08_S0304_v0	82	Picture	full1i	953506	0	1	4833	3	0	4790
08_S0304_v0	83	Picture	full1n	964506	0	1	2834	2	0	2790
08_S0304_v0	84	Picture	full1i	977173	0	1	4000	2	0	3950
08_S0304_v0	85	Picture	full0n	990673	0	1	3833	2	0	3790
08_S0304_v0	86	Picture	full1n	1002006	0	2	4667	3	0	4620
08_S0304_v0	87	Picture	full1i	1013840	0	1	4000	2	0	3950
08_S0304_v0	88	Picture	full1n	1024840	0	1	3167	2	0	3120
08_S0304_v0	89	Picture	full0i	1038340	0	1	3833	2	0	3790
08_S0304_v0	90	Picture	full1i	1051507	0	1	2500	2	0	2450
08_S0304_v0	91	Picture	full0n	1063674	0	1	4333	2	0	4290
08_S0304_v0	92	Picture	full0i	1076507	0	1	4000	2	0	3950
08_S0304_v0	93	Picture	full0n	1088674	0	1	4166	2	0	4120
08_S0304_v0	94	Picture	full1n	1100840	0	2	4167	3	0	4120
08_S0304_v0	95	Picture	full0i	1114007	0	1	4334	2	0	4290
