Scenario - visual LTP Rap V4.0 HVC (based on combined block 1+2 from old 45 135 degree pilot)
Logfile written - 03/26/2015 11:21:51

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur

05_S3001_v0	1	Response	128	46434	56267	1
05_S3001_v0	3	Picture	full1n	56666	0	1	3167	2	0	3120
05_S3001_v0	4	Picture	full1i	67596	0	238	2903	239	0	2790
05_S3001_v0	5	Picture	full1n	80833	0	1	4500	2	0	4450
05_S3001_v0	6	Picture	full0n	93999	0	1	3500	2	0	3450
05_S3001_v0	7	Picture	full1i	104833	0	1	4833	2	0	4790
05_S3001_v0	8	Picture	full1n	116999	0	1	4334	2	0	4290
05_S3001_v0	9	Picture	full0i	129166	0	1	3500	2	0	3450
05_S3001_v0	10	Picture	full0n	141499	0	1	4167	2	0	4120
05_S3001_v0	11	Picture	blue0i	152969	0	198	3030	199	0	2950
05_S3001_v0	11	Response	10	157527	4558	1
05_S3001_v0	12	Picture	full1i	164999	0	1	3834	2	0	3790
05_S3001_v0	13	Picture	full0n	177833	0	1	5000	2	0	4950
05_S3001_v0	14	Picture	full0i	190499	0	1	4167	2	0	4120
05_S3001_v0	15	Picture	full1n	203999	0	1	4167	2	0	4120
05_S3001_v0	16	Picture	full1i	216666	0	1	3666	3	0	3620
05_S3001_v0	17	Picture	full1n	227999	0	1	4500	2	0	4450
05_S3001_v0	18	Picture	blue1i	240166	0	1	3333	2	0	3290
05_S3001_v0	19	Picture	full1n	252332	0	2	4334	3	0	4290
05_S3001_v0	20	Picture	full0n	264499	0	1	4667	2	0	4620
05_S3001_v0	21	Picture	full1i	276332	0	2	2500	3	0	2450
05_S3001_v0	22	Picture	full0i	288666	0	1	3000	2	0	2950
05_S3001_v0	23	Picture	full0n	302166	0	1	5000	2	0	4950
05_S3001_v0	24	Picture	full0i	315666	0	1	4500	2	0	4450
05_S3001_v0	25	Picture	full0n	328499	0	1	3000	2	0	2950
05_S3001_v0	26	Picture	full1n	341166	0	1	3333	2	0	3290
05_S3001_v0	27	Picture	blue1i	352999	0	1	3167	2	0	3120
05_S3001_v0	27	Response	10	357825	4826	1
05_S3001_v0	28	Picture	full0i	365666	0	1	3833	2	0	3790
05_S3001_v0	29	Picture	full0n	377999	0	1	5000	2	0	4950
05_S3001_v0	30	Picture	full0i	389832	0	1	2500	2	0	2450
05_S3001_v0	31	Picture	full1n	401166	0	1	4333	2	0	4290
05_S3001_v0	32	Picture	full1i	413332	0	1	2834	2	0	2790
05_S3001_v0	33	Picture	full0n	424832	0	1	2834	2	0	2790
05_S3001_v0	34	Picture	full1n	435666	0	1	4166	2	0	4120
05_S3001_v0	35	Picture	full1i	447832	0	1	3667	2	0	3620
05_S3001_v0	36	Picture	full1n	460666	0	1	3666	2	0	3620
05_S3001_v0	37	Picture	full0i	472832	0	1	5000	2	0	4950
05_S3001_v0	38	Picture	blue1i	484166	0	1	2833	2	0	2790
