Scenario - visual LTP Rap V4.0 HVD (based on combined block 1+2 from old 45 135 degree pilot)
Logfile written - 04/14/2015 15:40:48

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

07_0300_v1	1	Response	128	-4401	5432	3
07_0300_v1	3	Picture	full1n	5833	0	1	4666	3	0	4620	other	0
07_0300_v1	4	Picture	full0n	17304	0	197	2695	199	0	2620	other	0
07_0300_v1	5	Picture	full0i	29166	0	2	4334	3	0	4290	other	0
07_0300_v1	6	Picture	blue0n	41967	0	201	2699	203	0	2620	false_alarm	6
07_0300_v1	6	Response	10	45581	3614	3
07_0300_v1	7	Picture	full1i	53968	0	200	4032	201	0	3950	other	0
07_0300_v1	8	Picture	full1n	65000	0	2	2500	3	0	2450	other	0
07_0300_v1	9	Picture	full0i	76334	0	1	4833	2	0	4790	other	0
07_0300_v1	10	Picture	full1i	87167	0	1	2500	2	0	2450	other	0
07_0300_v1	11	Picture	full0n	99334	0	1	2833	3	0	2790	other	0
07_0300_v1	12	Picture	full1n	112834	0	1	4667	2	0	4620	other	0
07_0300_v1	13	Picture	full1i	125001	0	1	4833	3	0	4790	other	0
07_0300_v1	14	Picture	full1n	135834	0	2	4167	4	0	4120	other	0
07_0300_v1	15	Picture	full1i	148668	0	1	4667	2	0	4620	other	0
07_0300_v1	16	Picture	full0i	161835	0	1	4000	2	0	3950	other	0
07_0300_v1	17	Picture	blue0n	174502	0	1	3000	2	0	2950	false_alarm	18
07_0300_v1	17	Response	10	177781	3279	3
07_0300_v1	18	Picture	full0i	186669	0	1	4333	2	0	4290	other	0
07_0300_v1	19	Picture	full0n	197502	0	1	4167	2	0	4120	other	0
07_0300_v1	20	Picture	full1n	210169	0	1	3167	2	0	3120	other	0
07_0300_v1	21	Picture	full0i	221169	0	1	3833	3	0	3790	other	0
07_0300_v1	22	Picture	full0n	234003	0	1	4166	3	0	4120	other	0
07_0300_v1	23	Picture	full1i	245503	0	1	2500	2	0	2450	other	0
07_0300_v1	24	Picture	full1n	257336	0	2	4167	3	0	4120	other	0
07_0300_v1	25	Picture	full0i	268170	0	1	3000	2	0	2950	other	0
07_0300_v1	26	Picture	full0n	280837	0	1	2833	2	0	2790	other	0
