Scenario - visual LTP Rap V4.0 HVC (based on combined block 1+2 from old 45 135 degree pilot)
Logfile written - 04/01/2016 15:53:48

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

07_S0331_v0	1	Response	128	-2597	7236	4
07_S0331_v0	3	Picture	full1n	7666	0	2	3167	3	0	3120	other	0
07_S0331_v0	4	Picture	full1i	18597	0	237	2903	238	0	2790	other	0
07_S0331_v0	5	Picture	full1n	31833	0	2	4500	3	0	4450	other	0
07_S0331_v0	6	Picture	full0n	44904	0	264	3596	265	0	3450	other	0
07_S0331_v0	7	Picture	full1i	55667	0	1	4833	2	0	4790	other	0
07_S0331_v0	8	Picture	full1n	67834	0	1	4333	2	0	4290	other	0
07_S0331_v0	9	Picture	full0i	80000	0	2	3501	3	0	3450	other	0
07_S0331_v0	10	Picture	full0n	92334	0	1	4167	2	0	4120	other	0
07_S0331_v0	11	Picture	blue0i	103805	0	197	3029	198	0	2950	false_alarm	11
07_S0331_v0	11	Response	10	107661	3856	3
07_S0331_v0	12	Picture	full1i	115834	0	2	3834	3	0	3790	other	0
07_S0331_v0	13	Picture	full0n	128668	0	1	5000	2	0	4950	other	0
07_S0331_v0	14	Picture	full0i	141335	0	1	4166	3	0	4120	other	0
07_S0331_v0	15	Picture	full1n	154835	0	1	4167	2	0	4120	other	0
07_S0331_v0	16	Picture	full1i	167502	0	1	3667	2	0	3620	other	0
07_S0331_v0	17	Picture	full1n	178835	0	2	4500	4	0	4450	other	0
07_S0331_v0	18	Picture	blue1i	191002	0	2	3334	3	0	3290	false_alarm	19
07_S0331_v0	18	Response	10	196561	5559	3
07_S0331_v0	19	Picture	full1n	203169	0	1	4333	3	0	4290	other	0
07_S0331_v0	20	Picture	full0n	215336	0	1	4667	2	0	4620	other	0
07_S0331_v0	21	Picture	full1i	227169	0	2	2500	4	0	2450	other	0
07_S0331_v0	22	Picture	full0i	239503	0	1	3000	2	0	2950	other	0
07_S0331_v0	23	Picture	full0n	253003	0	2	5000	3	0	4950	other	0
07_S0331_v0	24	Picture	full0i	266503	0	2	4500	4	0	4450	other	0
07_S0331_v0	25	Picture	full0n	279337	0	1	3000	2	0	2950	other	0
07_S0331_v0	26	Picture	full1n	292004	0	1	3333	2	0	3290	other	0
07_S0331_v0	27	Picture	blue1i	303837	0	2	3167	3	0	3120	false_alarm	29
07_S0331_v0	27	Response	10	310061	6224	2
07_S0331_v0	28	Picture	full0i	316504	0	1	3833	3	0	3790	other	0
07_S0331_v0	29	Picture	full0n	328838	0	1	5000	2	0	4950	other	0
07_S0331_v0	30	Picture	full0i	340671	0	2	2500	3	0	2450	other	0
07_S0331_v0	31	Picture	full1n	352004	0	2	4334	3	0	4290	other	0
07_S0331_v0	32	Picture	full1i	364171	0	2	2834	3	0	2790	other	0
07_S0331_v0	33	Picture	full0n	375672	0	1	2833	2	0	2790	other	0
07_S0331_v0	34	Picture	full1n	386505	0	1	4167	2	0	4120	other	0
07_S0331_v0	35	Picture	full1i	398672	0	1	3667	2	0	3620	other	0
07_S0331_v0	36	Picture	full1n	411505	0	2	3667	3	0	3620	other	0
07_S0331_v0	37	Picture	full0i	423672	0	2	5000	4	0	4950	other	0
07_S0331_v0	38	Picture	blue1i	435006	0	1	2833	3	0	2790	false_alarm	41
07_S0331_v0	38	Response	10	440051	5045	3
07_S0331_v0	39	Picture	full1n	446006	0	1	3000	2	0	2950	other	0
07_S0331_v0	40	Picture	full0n	458673	0	1	2833	2	0	2790	other	0
07_S0331_v0	41	Picture	full0i	469673	0	1	4000	2	0	3950	other	0
07_S0331_v0	42	Picture	full0n	481840	0	1	3667	2	0	3620	other	0
07_S0331_v0	43	Picture	full0i	494673	0	2	2834	3	0	2790	other	0
07_S0331_v0	44	Picture	full0n	507840	0	2	4334	3	0	4290	other	0
07_S0331_v0	45	Picture	full1i	521007	0	2	3667	3	0	3620	other	0
07_S0331_v0	46	Picture	full0i	533674	0	1	3667	2	0	3620	other	0
07_S0331_v0	47	Picture	full1n	544508	0	1	4500	2	0	4450	other	0
07_S0331_v0	48	Picture	full0n	556674	0	2	3167	3	0	3120	other	0
07_S0331_v0	49	Picture	full1i	568175	0	1	3000	2	0	2950	other	0
07_S0331_v0	50	Picture	blue0i	580008	0	1	3167	2	0	3120	false_alarm	54
07_S0331_v0	50	Response	10	585451	5443	3
07_S0331_v0	51	Picture	full0n	591508	0	2	3834	3	0	3790	other	0
07_S0331_v0	52	Picture	full0i	603842	0	1	3000	2	0	2950	other	0
07_S0331_v0	53	Picture	full0n	615342	0	1	4833	3	0	4790	other	0
07_S0331_v0	54	Picture	full1n	628509	0	1	2500	2	0	2450	other	0
07_S0331_v0	55	Picture	full1i	639342	0	2	3000	4	0	2950	other	0
07_S0331_v0	56	Picture	full0i	652842	0	2	3001	3	0	2950	other	0
07_S0331_v0	57	Picture	full0n	664176	0	1	3667	2	0	3620	other	0
07_S0331_v0	58	Picture	full1n	677343	0	1	3333	2	0	3290	other	0
07_S0331_v0	59	Picture	full1i	689510	0	1	4500	2	0	4450	other	0
07_S0331_v0	60	Picture	blue1n	701241	0	270	4269	271	0	4120	false_alarm	65
07_S0331_v0	60	Response	10	705551	4310	3
07_S0331_v0	61	Picture	full0i	713677	0	1	2666	3	0	2620	other	0
