Scenario - visual LTP Rap V4.0 HVD (based on combined block 1+2 from old 45 135 degree pilot)
Logfile written - 04/21/2015 17:44:45

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur

02_0300	1	Response	128	27	9860	1
02_0300	3	Picture	full1n	10500	0	1	4667	2	0	4620
02_0300	4	Picture	full0n	21970	0	198	2697	199	0	2620
02_0300	5	Picture	full0i	33834	0	1	4333	2	0	4290
02_0300	6	Picture	blue0n	46634	0	201	2700	202	0	2620
02_0300	6	Response	10	51984	5350	1
02_0300	7	Picture	full1i	58634	0	201	4034	202	0	3950
02_0300	8	Picture	full1n	69668	0	1	2500	2	0	2450
02_0300	9	Picture	full0i	81001	0	1	4834	2	0	4790
02_0300	10	Picture	full1i	91835	0	1	2500	2	0	2450
02_0300	11	Picture	full0n	104002	0	1	2833	2	0	2790
02_0300	12	Picture	full1n	117502	0	1	4667	2	0	4620
02_0300	13	Picture	full1i	129669	0	1	4834	2	0	4790
02_0300	14	Picture	full1n	140503	0	1	4166	2	0	4120
02_0300	15	Picture	full1i	153336	0	1	4667	2	0	4620
02_0300	16	Picture	full0i	166503	0	1	4000	2	0	3950
02_0300	17	Picture	blue0n	179170	0	1	3000	2	0	2950
02_0300	17	Response	10	185282	6112	1
02_0300	18	Picture	full0i	191337	0	1	4333	3	0	4290
02_0300	19	Picture	full0n	202171	0	1	4166	2	0	4120
02_0300	20	Picture	full1n	214838	0	1	3166	2	0	3120
02_0300	21	Picture	full0i	225838	0	1	3833	2	0	3790
02_0300	22	Picture	full0n	238671	0	1	4167	2	0	4120
02_0300	23	Picture	full1i	250172	0	1	2500	2	0	2450
02_0300	24	Picture	full1n	262005	0	1	4167	2	0	4120
02_0300	25	Picture	full0i	272839	0	1	3000	2	0	2950
02_0300	26	Picture	full0n	285506	0	1	2833	2	0	2790
02_0300	27	Picture	full0i	297339	0	1	3167	2	0	3120
02_0300	28	Picture	full1i	308840	0	1	4833	2	0	4790
02_0300	29	Picture	blue1n	320173	0	1	4167	2	0	4120
02_0300	29	Response	10	325880	5707	2
02_0300	30	Picture	full0n	331673	0	1	5000	3	0	4950
02_0300	31	Picture	full1i	343840	0	1	4500	2	0	4450
02_0300	32	Picture	full1n	355174	0	1	4500	2	0	4450
02_0300	33	Picture	full1i	366507	0	2	4167	3	0	4120
02_0300	34	Picture	full1n	380008	0	1	4500	2	0	4450
02_0300	35	Picture	full0i	392841	0	1	2500	2	0	2450
02_0300	36	Picture	full0n	404175	0	1	4000	2	0	3950
02_0300	37	Picture	full0i	416842	0	1	4833	2	0	4790
02_0300	38	Picture	full1i	428342	0	1	2833	3	0	2790
02_0300	39	Picture	full1n	441509	0	1	4333	3	0	4290
02_0300	40	Picture	full1i	453676	0	1	3333	2	0	3290
02_0300	41	Picture	full1n	466010	0	1	5000	2	0	4950
02_0300	42	Picture	full0n	478343	0	1	3167	2	0	3120
02_0300	43	Picture	full0i	489843	0	2	4001	3	0	3950
02_0300	44	Picture	full0n	503344	0	1	4000	2	0	3950
02_0300	45	Picture	blue1i	516844	0	1	4833	2	0	4790
02_0300	45	Response	10	523478	6634	1
02_0300	46	Picture	full0i	528678	0	1	3000	2	0	2950
02_0300	47	Picture	full1n	541511	0	1	3167	2	0	3120
02_0300	48	Picture	full1i	554678	0	1	3334	2	0	3290
02_0300	49	Picture	full0n	567345	0	1	2833	3	0	2790
02_0300	50	Picture	blue1n	578679	0	1	4166	2	0	4120
02_0300	50	Response	10	585777	7098	1
02_0300	51	Picture	full1i	589679	0	1	3667	2	0	3620
02_0300	52	Picture	blue0i	600512	0	2	3834	3	0	3790
02_0300	52	Response	10	609077	8565	1
02_0300	53	Picture	full1n	611513	0	1	3000	2	0	2950
02_0300	54	Picture	full1i	623346	0	1	4834	2	0	4790
02_0300	55	Picture	full1n	635513	0	1	4500	2	0	4450
02_0300	56	Picture	full1i	647347	0	1	4500	2	0	4450
02_0300	57	Picture	blue1n	659680	0	1	3167	2	0	3120
02_0300	57	Response	10	666776	7096	1
02_0300	58	Picture	full0n	671014	0	1	4500	2	0	4450
02_0300	59	Picture	full1i	682514	0	1	3167	2	0	3120
02_0300	60	Picture	full1n	693848	0	1	3500	2	0	3450
02_0300	61	Picture	full1i	704681	0	1	4334	2	0	4290
02_0300	62	Picture	full1n	715682	0	1	3000	2	0	2950
02_0300	63	Picture	full1i	727015	0	1	3500	2	0	3450
02_0300	64	Picture	blue1n	738849	0	1	3333	2	0	3290
02_0300	64	Response	10	744275	5426	1
02_0300	65	Picture	full0i	751182	0	1	3167	2	0	3120
02_0300	66	Picture	full1i	764349	0	1	4667	2	0	4620
02_0300	67	Picture	full0n	776516	0	1	2667	2	0	2620
02_0300	68	Picture	full1n	789350	0	1	3667	2	0	3620
02_0300	69	Picture	full1i	800850	0	1	4833	3	0	4790
02_0300	70	Picture	full1n	811684	0	1	3333	2	0	3290
02_0300	71	Picture	full1i	823851	0	1	3833	2	0	3790
02_0300	72	Picture	full0i	834851	0	1	3833	2	0	3790
02_0300	73	Picture	full1n	848351	0	1	4500	2	0	4450
02_0300	74	Picture	full0n	860685	0	1	4833	2	0	4790
02_0300	75	Picture	full1i	871518	0	1	2667	2	0	2620
02_0300	76	Picture	full0i	883018	0	2	4501	3	0	4450
02_0300	77	Picture	full1n	895185	0	2	4334	3	0	4290
02_0300	78	Picture	full0n	907352	0	1	3834	2	0	3790
02_0300	79	Picture	blue0i	919686	0	1	2833	2	0	2790
02_0300	79	Response	10	926873	7187	1
02_0300	80	Picture	full0n	933186	0	1	4167	2	0	4120
02_0300	81	Picture	full0i	945353	0	1	2500	2	0	2450
02_0300	82	Picture	full1i	958187	0	1	4833	2	0	4790
02_0300	83	Picture	full1n	969187	0	1	2833	2	0	2790
02_0300	84	Picture	full1i	981854	0	1	4000	2	0	3950
02_0300	85	Picture	full0n	995354	0	1	3834	2	0	3790
02_0300	86	Picture	full1n	1006688	0	1	4667	2	0	4620
02_0300	87	Picture	full1i	1018521	0	1	4000	3	0	3950
02_0300	88	Picture	full1n	1029522	0	1	3166	2	0	3120
02_0300	89	Picture	full0i	1043022	0	1	3833	2	0	3790
02_0300	90	Picture	full1i	1056189	0	1	2500	2	0	2450
02_0300	91	Picture	full0n	1068356	0	1	4333	2	0	4290
02_0300	92	Picture	full0i	1081189	0	1	4000	3	0	3950
02_0300	93	Picture	full0n	1093356	0	1	4167	2	0	4120
02_0300	94	Picture	full1n	1105523	0	1	4167	2	0	4120
02_0300	95	Picture	full0i	1118690	0	1	4334	2	0	4290
02_0300	96	Picture	blue1i	1130190	0	2	4001	3	0	3950
02_0300	96	Response	10	1138371	8181	1
02_0300	97	Picture	full0n	1141191	0	1	2833	2	0	2790
02_0300	98	Picture	full1n	1152524	0	1	4167	2	0	4120
02_0300	99	Picture	full0i	1165191	0	1	3167	2	0	3120
02_0300	100	Picture	full0n	1177858	0	1	3667	2	0	3620
02_0300	101	Picture	full1i	1190692	0	1	3833	2	0	3790
02_0300	102	Picture	full0i	1204192	0	1	3500	2	0	3450
02_0300	103	Picture	full0n	1216526	0	1	2500	2	0	2450
