,Subject,Trial,Event Type,Code,Time,TTime,Uncertainty,Duration,Uncertainty,ReqTime,ReqDur,Stim Type,Pair Index
1,01_S0310_v01,1,Response,128,7820,17653,3,,,,,,
2,01_S0310_v01,3,Picture,full1n,18333,0,1,3166,2,0,3120,other,0
3,01_S0310_v01,3,Response,10,27621,9288,2,,,,,,
4,01_S0310_v01,4,Picture,full1i,29263,0,237,2903,238,0,2790,other,0
5,01_S0310_v01,4,Response,10,33220,3957,4,,,,,,
6,01_S0310_v01,5,Picture,full1n,42499,0,1,4500,2,0,4450,other,0
7,01_S0310_v01,5,Response,10,45819,3320,4,,,,,,
8,01_S0310_v01,6,Picture,full0n,55666,0,1,3500,2,0,3450,other,0
9,01_S0310_v01,7,Picture,full1i,66499,0,1,4833,2,0,4790,other,0
10,01_S0310_v01,7,Response,10,69219,2720,4,,,,,,
11,01_S0310_v01,8,Picture,full1n,78666,0,1,4333,2,0,4290,other,0
12,01_S0310_v01,8,Response,10,81220,2554,2,,,,,,
13,01_S0310_v01,8,Response,10,81420,2754,1,,,,,,
14,01_S0310_v01,9,Picture,full0i,90832,0,1,3500,2,0,3450,other,0
15,01_S0310_v01,10,Picture,full0n,103166,0,1,4166,2,0,4120,other,0
16,01_S0310_v01,11,Picture,blue0i,114636,0,197,3030,198,0,2950,other,0
17,01_S0310_v01,12,Picture,full1i,126665,0,2,3834,3,0,3790,other,0
18,01_S0310_v01,12,Response,10,129219,2554,2,,,,,,
19,01_S0310_v01,12,Response,10,131421,4756,1,,,,,,
20,01_S0310_v01,13,Picture,full0n,139499,0,1,5000,2,0,4950,other,0
21,01_S0310_v01,14,Picture,full0i,152165,0,1,4167,2,0,4120,other,0
22,01_S0310_v01,15,Picture,full1n,165665,0,1,4167,2,0,4120,other,0
23,01_S0310_v01,15,Response,10,168018,2353,3,,,,,,
24,01_S0310_v01,15,Response,10,170220,4555,1,,,,,,
25,01_S0310_v01,16,Picture,full1i,178332,0,1,3667,2,0,3620,other,0
26,01_S0310_v01,16,Response,10,181819,3487,1,,,,,,
27,01_S0310_v01,16,Response,10,183620,5288,1,,,,,,
28,01_S0310_v01,17,Picture,full1n,189665,0,1,4500,2,0,4450,other,0
29,01_S0310_v01,17,Response,10,192818,3153,2,,,,,,
30,01_S0310_v01,18,Picture,blue1i,201832,0,1,3333,2,0,3290,false_alarm,31
31,01_S0310_v01,18,Response,10,205617,3785,4,,,,,,
32,01_S0310_v01,19,Picture,full1n,213998,0,2,4334,3,0,4290,other,0
33,01_S0310_v01,20,Picture,full0n,226165,0,1,4667,2,0,4620,other,0
34,01_S0310_v01,21,Picture,full1i,237998,0,1,2500,2,0,2450,other,0
35,01_S0310_v01,22,Picture,full0i,250332,0,1,3000,2,0,2950,other,0
36,01_S0310_v01,23,Picture,full0n,263832,0,1,5000,2,0,4950,other,0
37,01_S0310_v01,24,Picture,full0i,277331,0,2,4500,4,0,4450,other,0
38,01_S0310_v01,25,Picture,full0n,290165,0,1,3000,2,0,2950,other,0
39,01_S0310_v01,26,Picture,full1n,302831,0,2,3334,3,0,3290,other,0
40,01_S0310_v01,26,Response,10,305017,2186,1,,,,,,
41,01_S0310_v01,27,Picture,blue1i,314665,0,1,3166,2,0,3120,false_alarm,42
42,01_S0310_v01,27,Response,10,317217,2552,1,,,,,,
43,01_S0310_v01,27,Response,10,317417,2752,1,,,,,,
44,01_S0310_v01,27,Response,10,319218,4553,1,,,,,,
45,01_S0310_v01,28,Picture,full0i,327331,0,1,3834,2,0,3790,other,0
46,01_S0310_v01,28,Response,10,331215,3884,4,,,,,,
47,01_S0310_v01,29,Picture,full0n,339665,0,1,5000,2,0,4950,other,0
48,01_S0310_v01,30,Picture,full0i,351498,0,1,2500,2,0,2450,other,0
49,01_S0310_v01,31,Picture,full1n,362831,0,1,4333,3,0,4290,other,0
50,01_S0310_v01,31,Response,10,364815,1984,3,,,,,,
51,01_S0310_v01,32,Picture,full1i,374998,0,1,2833,2,0,2790,other,0
52,01_S0310_v01,32,Response,10,377616,2618,1,,,,,,
53,01_S0310_v01,33,Picture,full0n,386498,0,1,2833,2,0,2790,other,0
54,01_S0310_v01,34,Picture,full1n,397331,0,1,4167,2,0,4120,other,0
55,01_S0310_v01,34,Response,10,401014,3683,4,,,,,,
56,01_S0310_v01,35,Picture,full1i,409498,0,1,3666,2,0,3620,other,0
57,01_S0310_v01,35,Response,10,412215,2717,2,,,,,,
58,01_S0310_v01,35,Response,10,412415,2917,1,,,,,,
59,01_S0310_v01,36,Picture,full1n,422331,0,1,3667,2,0,3620,other,0
60,01_S0310_v01,36,Response,10,425414,3083,4,,,,,,
61,01_S0310_v01,36,Response,10,427416,5085,1,,,,,,
62,01_S0310_v01,37,Picture,full0i,434497,0,2,5000,4,0,4950,other,0
63,01_S0310_v01,38,Picture,blue1i,445831,0,1,2833,2,0,2790,false_alarm,64
64,01_S0310_v01,38,Response,10,448815,2984,1,,,,,,
65,01_S0310_v01,39,Picture,full1n,456831,0,1,3000,2,0,2950,other,0
66,01_S0310_v01,39,Response,10,459613,2782,4,,,,,,
67,01_S0310_v01,39,Response,10,461616,4785,1,,,,,,
68,01_S0310_v01,40,Picture,full0n,469497,0,1,2834,2,0,2790,other,0
69,01_S0310_v01,41,Picture,full0i,480497,0,1,4000,2,0,3950,other,0
70,01_S0310_v01,42,Picture,full0n,492664,0,1,3667,2,0,3620,other,0
71,01_S0310_v01,43,Picture,full0i,505497,0,1,2834,2,0,2790,other,0
72,01_S0310_v01,44,Picture,full0n,518664,0,1,4333,2,0,4290,other,0
73,01_S0310_v01,45,Picture,full1i,531830,0,2,3667,3,0,3620,other,0
74,01_S0310_v01,45,Response,10,535012,3182,4,,,,,,
75,01_S0310_v01,46,Picture,full0i,544497,0,1,3667,2,0,3620,other,0
76,01_S0310_v01,47,Picture,full1n,555330,0,1,4500,2,0,4450,other,0
77,01_S0310_v01,47,Response,10,558212,2882,4,,,,,,
78,01_S0310_v01,48,Picture,full0n,567497,0,1,3167,2,0,3120,other,0
79,01_S0310_v01,49,Picture,full1i,578997,0,1,3000,2,0,2950,other,0
80,01_S0310_v01,49,Response,10,581413,2416,1,,,,,,
81,01_S0310_v01,50,Picture,blue0i,590830,0,1,3167,2,0,3120,other,0
82,01_S0310_v01,51,Picture,full0n,602330,0,1,3833,3,0,3790,other,0
83,01_S0310_v01,52,Picture,full0i,614663,0,2,3000,3,0,2950,other,0
84,01_S0310_v01,53,Picture,full0n,626163,0,2,4834,3,0,4790,other,0
85,01_S0310_v01,54,Picture,full1n,639330,0,1,2500,2,0,2450,other,0
86,01_S0310_v01,54,Response,10,641610,2280,4,,,,,,
87,01_S0310_v01,55,Picture,full1i,650163,0,1,3000,2,0,2950,other,0
88,01_S0310_v01,55,Response,10,653010,2847,4,,,,,,
89,01_S0310_v01,55,Response,10,655213,5050,1,,,,,,
90,01_S0310_v01,56,Picture,full0i,663663,0,1,3000,2,0,2950,other,0
91,01_S0310_v01,57,Picture,full0n,674996,0,2,3667,3,0,3620,other,0
92,01_S0310_v01,58,Picture,full1n,688163,0,1,3333,2,0,3290,other,0
93,01_S0310_v01,58,Response,10,691811,3648,2,,,,,,
94,01_S0310_v01,58,Response,10,692011,3848,1,,,,,,
