,Subject,Trial,Event Type,Code,Time,TTime,Uncertainty,Duration,Uncertainty,ReqTime,ReqDur,Stim Type,Pair Index
1,01_S0327_v0,1,Response,128,-2919,6915,1,,,,,,
2,01_S0327_v0,3,Picture,full1n,7505,0,2,4669,3,0,4620,other,0
3,01_S0327_v0,4,Picture,full0n,18975,0,203,2703,204,0,2620,other,0
4,01_S0327_v0,5,Picture,full0i,30849,0,1,4335,2,0,4290,other,0
5,01_S0327_v0,6,Picture,blue0n,43649,0,206,2706,207,0,2620,false_alarm,6
6,01_S0327_v0,6,Response,10,49796,6147,5,,,,,,
7,01_S0327_v0,7,Picture,full1i,55649,0,211,4045,212,0,3950,other,0
8,01_S0327_v0,8,Picture,full1n,66697,0,1,2501,2,0,2450,other,0
9,01_S0327_v0,9,Picture,full0i,78035,0,1,4835,2,0,4790,other,0
10,01_S0327_v0,10,Picture,full1i,88873,0,1,2501,2,0,2450,other,0
11,01_S0327_v0,11,Picture,full0n,101045,0,1,2834,2,0,2790,other,0
12,01_S0327_v0,12,Picture,full1n,114383,0,2,4669,3,0,4620,other,0
13,01_S0327_v0,13,Picture,full1i,126555,0,1,4836,2,0,4790,other,0
14,01_S0327_v0,14,Picture,full1n,137393,0,1,4168,3,0,4120,other,0
15,01_S0327_v0,15,Picture,full1i,150232,0,1,4668,2,0,4620,other,0
16,01_S0327_v0,16,Picture,full0i,163404,0,1,4002,2,0,3950,other,0
17,01_S0327_v0,17,Picture,blue0n,176076,0,1,3001,2,0,2950,false_alarm,18
18,01_S0327_v0,17,Response,10,180396,4320,2,,,,,,
19,01_S0327_v0,17,Response,10,180596,4520,2,,,,,,
20,01_S0327_v0,17,Response,10,182798,6722,1,,,,,,
21,01_S0327_v0,18,Picture,full0i,188248,0,1,4335,2,0,4290,other,0
22,01_S0327_v0,19,Picture,full0n,199086,0,1,4168,2,0,4120,other,0
23,01_S0327_v0,20,Picture,full1n,211757,0,2,3168,4,0,3120,other,0
24,01_S0327_v0,21,Picture,full0i,222762,0,1,3835,2,0,3790,other,0
25,01_S0327_v0,22,Picture,full0n,235601,0,1,4168,2,0,4120,other,0
26,01_S0327_v0,23,Picture,full1i,247106,0,1,2501,2,0,2450,other,0
27,01_S0327_v0,24,Picture,full1n,258944,0,1,4168,2,0,4120,other,0
28,01_S0327_v0,25,Picture,full0i,269782,0,1,3001,2,0,2950,other,0
29,01_S0327_v0,26,Picture,full0n,282454,0,1,2834,2,0,2790,other,0
30,01_S0327_v0,27,Picture,full0i,294292,0,1,3168,2,0,3120,other,0
31,01_S0327_v0,28,Picture,full1i,305797,0,1,4835,2,0,4790,other,0
32,01_S0327_v0,29,Picture,blue1n,317135,0,1,4168,2,0,4120,false_alarm,33
33,01_S0327_v0,29,Response,10,320984,3849,4,,,,,,
34,01_S0327_v0,30,Picture,full0n,328640,0,1,5002,2,0,4950,other,0
35,01_S0327_v0,31,Picture,full1i,340811,0,2,4502,3,0,4450,other,0
